Area Code,Area,,,,Item,,Year,Unit,Value
10,Australia,,,,Apples,,1961,tonnes,295034
10,Australia,,,,Apples,,1962,tonnes,326282
10,Australia,,,,Apples,,1963,tonnes,349571
10,Australia,,,,Apples,,1964,tonnes,367397
10,Australia,,,,Apples,,1965,tonnes,360002
10,Australia,,,,Apples,,1966,tonnes,376878
10,Australia,,,,Apples,,1967,tonnes,369924
10,Australia,,,,Apples,,1968,tonnes,373688
10,Australia,,,,Apples,,1969,tonnes,422445
10,Australia,,,,Apples,,1970,tonnes,424057
10,Australia,,,,Apples,,1971,tonnes,442636
10,Australia,,,,Apples,,1972,tonnes,360167
10,Australia,,,,Apples,,1973,tonnes,426362
10,Australia,,,,Apples,,1974,tonnes,331302
10,Australia,,,,Apples,,1975,tonnes,362778
10,Australia,,,,Apples,,1976,tonnes,274831
10,Australia,,,,Apples,,1977,tonnes,301551
10,Australia,,,,Apples,,1978,tonnes,258360
10,Australia,,,,Apples,,1979,tonnes,344948
10,Australia,,,,Apples,,1980,tonnes,298812
10,Australia,,,,Apples,,1981,tonnes,306921
10,Australia,,,,Apples,,1982,tonnes,294476
10,Australia,,,,Apples,,1983,tonnes,300825
10,Australia,,,,Apples,,1984,tonnes,266998
10,Australia,,,,Apples,,1985,tonnes,352000
10,Australia,,,,Apples,,1986,tonnes,288000
10,Australia,,,,Apples,,1987,tonnes,324741
10,Australia,,,,Apples,,1988,tonnes,299807
10,Australia,,,,Apples,,1989,tonnes,323045
10,Australia,,,,Apples,,1990,tonnes,319403
10,Australia,,,,Apples,,1991,tonnes,288730
10,Australia,,,,Apples,,1992,tonnes,316101
10,Australia,,,,Apples,,1993,tonnes,327792
10,Australia,,,,Apples,,1994,tonnes,306920
10,Australia,,,,Apples,,1995,tonnes,316555
10,Australia,,,,Apples,,1996,tonnes,280147
10,Australia,,,,Apples,,1997,tonnes,353069
10,Australia,,,,Apples,,1998,tonnes,308856
10,Australia,,,,Apples,,1999,tonnes,334353
10,Australia,,,,Apples,,2000,tonnes,319652
10,Australia,,,,Apples,,2001,tonnes,302668
10,Australia,,,,Apples,,2002,tonnes,290264
10,Australia,,,,Apples,,2003,tonnes,326072
10,Australia,,,,Apples,,2004,tonnes,285282
10,Australia,,,,Apples,,2005,tonnes,452650
10,Australia,,,,Apples,,2006,tonnes,301251
10,Australia,,,,Apples,,2007,tonnes,377980
10,Australia,,,,Apples,,2008,tonnes,265481
10,Australia,,,,Apples,,2009,tonnes,295134
10,Australia,,,,Apples,,2010,tonnes,264401
10,Australia,,,,Apples,,2011,tonnes,299778
10,Australia,,,,Apples,,2012,tonnes,289064
10,Australia,,,,Apples,,2013,tonnes,288878
10,Australia,,,,Apples,,2014,tonnes,266771
10,Australia,,,,Apples,,2015,tonnes,295196
10,Australia,,,,Apples,,2016,tonnes,308298
10,Australia,,,,Apples,,2017,tonnes,313730
10,Australia,,,,Apples,,2018,tonnes,268355
10,Australia,,,,Bananas,,1961,tonnes,123863
10,Australia,,,,Bananas,,1962,tonnes,123863
10,Australia,,,,Bananas,,1963,tonnes,122745
10,Australia,,,,Bananas,,1964,tonnes,135226
10,Australia,,,,Bananas,,1965,tonnes,127719
10,Australia,,,,Bananas,,1966,tonnes,119241
10,Australia,,,,Bananas,,1967,tonnes,124479
10,Australia,,,,Bananas,,1968,tonnes,130688
10,Australia,,,,Bananas,,1969,tonnes,125481
10,Australia,,,,Bananas,,1970,tonnes,131069
10,Australia,,,,Bananas,,1971,tonnes,132585
10,Australia,,,,Bananas,,1972,tonnes,127834
10,Australia,,,,Bananas,,1973,tonnes,104600
10,Australia,,,,Bananas,,1974,tonnes,105797
10,Australia,,,,Bananas,,1975,tonnes,99887
10,Australia,,,,Bananas,,1976,tonnes,103233
10,Australia,,,,Bananas,,1977,tonnes,115062
10,Australia,,,,Bananas,,1978,tonnes,97808
10,Australia,,,,Bananas,,1979,tonnes,113132
10,Australia,,,,Bananas,,1980,tonnes,125123
10,Australia,,,,Bananas,,1981,tonnes,124341
10,Australia,,,,Bananas,,1982,tonnes,129582
10,Australia,,,,Bananas,,1983,tonnes,140481
10,Australia,,,,Bananas,,1984,tonnes,146423
10,Australia,,,,Bananas,,1985,tonnes,144774
10,Australia,,,,Bananas,,1986,tonnes,132751
10,Australia,,,,Bananas,,1987,tonnes,157720
10,Australia,,,,Bananas,,1988,tonnes,160137
10,Australia,,,,Bananas,,1989,tonnes,195762
10,Australia,,,,Bananas,,1990,tonnes,180290
10,Australia,,,,Bananas,,1991,tonnes,165057
10,Australia,,,,Bananas,,1992,tonnes,176906
10,Australia,,,,Bananas,,1993,tonnes,213908
10,Australia,,,,Bananas,,1994,tonnes,219222
10,Australia,,,,Bananas,,1995,tonnes,208102
10,Australia,,,,Bananas,,1996,tonnes,220047
10,Australia,,,,Bananas,,1997,tonnes,199581
10,Australia,,,,Bananas,,1998,tonnes,222957
10,Australia,,,,Bananas,,1999,tonnes,225167
10,Australia,,,,Bananas,,2000,tonnes,256867
10,Australia,,,,Bananas,,2001,tonnes,358388
10,Australia,,,,Bananas,,2002,tonnes,313314
10,Australia,,,,Bananas,,2003,tonnes,264772
10,Australia,,,,Bananas,,2004,tonnes,257237
10,Australia,,,,Bananas,,2005,tonnes,265570
10,Australia,,,,Bananas,,2006,tonnes,187384
10,Australia,,,,Bananas,,2007,tonnes,213193
10,Australia,,,,Bananas,,2008,tonnes,207061
10,Australia,,,,Bananas,,2009,tonnes,270393
10,Australia,,,,Bananas,,2010,tonnes,302173
10,Australia,,,,Bananas,,2011,tonnes,202751
10,Australia,,,,Bananas,,2012,tonnes,285535
10,Australia,,,,Bananas,,2013,tonnes,330340
10,Australia,,,,Bananas,,2014,tonnes,254474
10,Australia,,,,Bananas,,2015,tonnes,252024
10,Australia,,,,Bananas,,2016,tonnes,354241
10,Australia,,,,Bananas,,2017,tonnes,412972
10,Australia,,,,Bananas,,2018,tonnes,373931
10,Australia,,,,Barley,,1961,tonnes,941304
10,Australia,,,,Barley,,1962,tonnes,897655
10,Australia,,,,Barley,,1963,tonnes,984200
10,Australia,,,,Barley,,1964,tonnes,1118465
10,Australia,,,,Barley,,1965,tonnes,948822
10,Australia,,,,Barley,,1966,tonnes,1396808
10,Australia,,,,Barley,,1967,tonnes,834580
10,Australia,,,,Barley,,1968,tonnes,1646296
10,Australia,,,,Barley,,1969,tonnes,1698732
10,Australia,,,,Barley,,1970,tonnes,2351000
10,Australia,,,,Barley,,1971,tonnes,3065000
10,Australia,,,,Barley,,1972,tonnes,1727000
10,Australia,,,,Barley,,1973,tonnes,2397000
10,Australia,,,,Barley,,1974,tonnes,2515000
10,Australia,,,,Barley,,1975,tonnes,3179000
10,Australia,,,,Barley,,1976,tonnes,2846939
10,Australia,,,,Barley,,1977,tonnes,2383369
10,Australia,,,,Barley,,1978,tonnes,4006000
10,Australia,,,,Barley,,1979,tonnes,3703449
10,Australia,,,,Barley,,1980,tonnes,2682000
10,Australia,,,,Barley,,1981,tonnes,3450000
10,Australia,,,,Barley,,1982,tonnes,1938763
10,Australia,,,,Barley,,1983,tonnes,4889501
10,Australia,,,,Barley,,1984,tonnes,5554305
10,Australia,,,,Barley,,1985,tonnes,4801000
10,Australia,,,,Barley,,1986,tonnes,3548000
10,Australia,,,,Barley,,1987,tonnes,3417000
10,Australia,,,,Barley,,1988,tonnes,3241585
10,Australia,,,,Barley,,1989,tonnes,4044167
10,Australia,,,,Barley,,1990,tonnes,4107755
10,Australia,,,,Barley,,1991,tonnes,4529797
10,Australia,,,,Barley,,1992,tonnes,5396721
10,Australia,,,,Barley,,1993,tonnes,6668230
10,Australia,,,,Barley,,1994,tonnes,2913190
10,Australia,,,,Barley,,1995,tonnes,5822680
10,Australia,,,,Barley,,1996,tonnes,6696110
10,Australia,,,,Barley,,1997,tonnes,6482000
10,Australia,,,,Barley,,1998,tonnes,5987000
10,Australia,,,,Barley,,1999,tonnes,5043000
10,Australia,,,,Barley,,2000,tonnes,6743000
10,Australia,,,,Barley,,2001,tonnes,6743463
10,Australia,,,,Barley,,2002,tonnes,8279769
10,Australia,,,,Barley,,2003,tonnes,3864833
10,Australia,,,,Barley,,2004,tonnes,10381828
10,Australia,,,,Barley,,2005,tonnes,7739767
10,Australia,,,,Barley,,2006,tonnes,9481741
10,Australia,,,,Barley,,2007,tonnes,4257032
10,Australia,,,,Barley,,2008,tonnes,7160168
10,Australia,,,,Barley,,2009,tonnes,7996506
10,Australia,,,,Barley,,2010,tonnes,7864551
10,Australia,,,,Barley,,2011,tonnes,7994720
10,Australia,,,,Barley,,2012,tonnes,8220863
10,Australia,,,,Barley,,2013,tonnes,7471592
10,Australia,,,,Barley,,2014,tonnes,9174417
10,Australia,,,,Barley,,2015,tonnes,8646321
10,Australia,,,,Barley,,2016,tonnes,8992274
10,Australia,,,,Barley,,2017,tonnes,13505990
10,Australia,,,,Barley,,2018,tonnes,9253852
10,Australia,,,,"Beans, dry",,1961,tonnes,447
10,Australia,,,,"Beans, dry",,1962,tonnes,890
10,Australia,,,,"Beans, dry",,1963,tonnes,1042
10,Australia,,,,"Beans, dry",,1964,tonnes,721
10,Australia,,,,"Beans, dry",,1965,tonnes,246
10,Australia,,,,"Beans, dry",,1966,tonnes,948
10,Australia,,,,"Beans, dry",,1967,tonnes,1468
10,Australia,,,,"Beans, dry",,1968,tonnes,846
10,Australia,,,,"Beans, dry",,1969,tonnes,2531
10,Australia,,,,"Beans, dry",,1970,tonnes,1121
10,Australia,,,,"Beans, dry",,1971,tonnes,6504
10,Australia,,,,"Beans, dry",,1972,tonnes,1799
10,Australia,,,,"Beans, dry",,1973,tonnes,2539
10,Australia,,,,"Beans, dry",,1974,tonnes,2829
10,Australia,,,,"Beans, dry",,1975,tonnes,6064
10,Australia,,,,"Beans, dry",,1976,tonnes,5937
10,Australia,,,,"Beans, dry",,1977,tonnes,8223
10,Australia,,,,"Beans, dry",,1978,tonnes,4970
10,Australia,,,,"Beans, dry",,1979,tonnes,1535
10,Australia,,,,"Beans, dry",,1980,tonnes,2152
10,Australia,,,,"Beans, dry",,1981,tonnes,5745
10,Australia,,,,"Beans, dry",,1982,tonnes,4940
10,Australia,,,,"Beans, dry",,1983,tonnes,15095
10,Australia,,,,"Beans, dry",,1984,tonnes,18912
10,Australia,,,,"Beans, dry",,1985,tonnes,18918
10,Australia,,,,"Beans, dry",,1986,tonnes,23889
10,Australia,,,,"Beans, dry",,1987,tonnes,21382
10,Australia,,,,"Beans, dry",,1988,tonnes,20708
10,Australia,,,,"Beans, dry",,1989,tonnes,14365
10,Australia,,,,"Beans, dry",,1990,tonnes,16714
10,Australia,,,,"Beans, dry",,1991,tonnes,22336
10,Australia,,,,"Beans, dry",,1992,tonnes,19000
10,Australia,,,,"Beans, dry",,1993,tonnes,31900
10,Australia,,,,"Beans, dry",,1994,tonnes,20500
10,Australia,,,,"Beans, dry",,1995,tonnes,23200
10,Australia,,,,"Beans, dry",,1996,tonnes,49800
10,Australia,,,,"Beans, dry",,1997,tonnes,37000
10,Australia,,,,"Beans, dry",,1998,tonnes,53000
10,Australia,,,,"Beans, dry",,1999,tonnes,47000
10,Australia,,,,"Beans, dry",,2000,tonnes,58000
10,Australia,,,,"Beans, dry",,2001,tonnes,50000
10,Australia,,,,"Beans, dry",,2002,tonnes,38900
10,Australia,,,,"Beans, dry",,2003,tonnes,52000
10,Australia,,,,"Beans, dry",,2004,tonnes,58000
10,Australia,,,,"Beans, dry",,2005,tonnes,53000
10,Australia,,,,"Beans, dry",,2006,tonnes,36000
10,Australia,,,,"Beans, dry",,2007,tonnes,28565
10,Australia,,,,"Beans, dry",,2008,tonnes,45500
10,Australia,,,,"Beans, dry",,2009,tonnes,50557
10,Australia,,,,"Beans, dry",,2010,tonnes,43500
10,Australia,,,,"Beans, dry",,2011,tonnes,65247
10,Australia,,,,"Beans, dry",,2012,tonnes,44541
10,Australia,,,,"Beans, dry",,2013,tonnes,35000
10,Australia,,,,"Beans, dry",,2014,tonnes,32000
10,Australia,,,,"Beans, dry",,2015,tonnes,32000
10,Australia,,,,"Beans, dry",,2016,tonnes,35878
10,Australia,,,,"Beans, dry",,2017,tonnes,35396
10,Australia,,,,"Beans, dry",,2018,tonnes,32569
10,Australia,,,,Olives,,1961,tonnes,1080
10,Australia,,,,Olives,,1962,tonnes,958
10,Australia,,,,Olives,,1963,tonnes,1056
10,Australia,,,,Olives,,1964,tonnes,1627
10,Australia,,,,Olives,,1965,tonnes,1058
10,Australia,,,,Olives,,1966,tonnes,1762
10,Australia,,,,Olives,,1967,tonnes,1314
10,Australia,,,,Olives,,1968,tonnes,2189
10,Australia,,,,Olives,,1969,tonnes,2243
10,Australia,,,,Olives,,1970,tonnes,1939
10,Australia,,,,Olives,,1971,tonnes,2256
10,Australia,,,,Olives,,1972,tonnes,2283
10,Australia,,,,Olives,,1973,tonnes,2503
10,Australia,,,,Olives,,1974,tonnes,2521
10,Australia,,,,Olives,,1975,tonnes,1979
10,Australia,,,,Olives,,1976,tonnes,3144
10,Australia,,,,Olives,,1977,tonnes,1981
10,Australia,,,,Olives,,1978,tonnes,2724
10,Australia,,,,Olives,,1979,tonnes,3000
10,Australia,,,,Olives,,1980,tonnes,1537
10,Australia,,,,Olives,,1981,tonnes,1537
10,Australia,,,,Olives,,1982,tonnes,2788
10,Australia,,,,Olives,,1983,tonnes,868
10,Australia,,,,Olives,,1984,tonnes,1475
10,Australia,,,,Olives,,1985,tonnes,1520
10,Australia,,,,Olives,,1986,tonnes,1284
10,Australia,,,,Olives,,1987,tonnes,486
10,Australia,,,,Olives,,1988,tonnes,597
10,Australia,,,,Olives,,1989,tonnes,523
10,Australia,,,,Olives,,1990,tonnes,534
10,Australia,,,,Olives,,1991,tonnes,684
10,Australia,,,,Olives,,1992,tonnes,933
10,Australia,,,,Olives,,1993,tonnes,801
10,Australia,,,,Olives,,1994,tonnes,936
10,Australia,,,,Olives,,1995,tonnes,900
10,Australia,,,,Olives,,1996,tonnes,800
10,Australia,,,,Olives,,1997,tonnes,642
10,Australia,,,,Olives,,1998,tonnes,763
10,Australia,,,,Olives,,1999,tonnes,2404
10,Australia,,,,Olives,,2000,tonnes,1397
10,Australia,,,,Olives,,2001,tonnes,2370
10,Australia,,,,Olives,,2002,tonnes,1428
10,Australia,,,,Olives,,2003,tonnes,3191
10,Australia,,,,Olives,,2004,tonnes,6540
10,Australia,,,,Olives,,2005,tonnes,23041
10,Australia,,,,Olives,,2006,tonnes,42177
10,Australia,,,,Olives,,2007,tonnes,57123
10,Australia,,,,Olives,,2008,tonnes,60000
10,Australia,,,,Olives,,2009,tonnes,62655
10,Australia,,,,Olives,,2010,tonnes,74697
10,Australia,,,,Olives,,2011,tonnes,91067
10,Australia,,,,Olives,,2012,tonnes,99483
10,Australia,,,,Olives,,2013,tonnes,93516
10,Australia,,,,Olives,,2014,tonnes,65851
10,Australia,,,,Olives,,2015,tonnes,50501
10,Australia,,,,Olives,,2016,tonnes,75083
10,Australia,,,,Olives,,2017,tonnes,122570
10,Australia,,,,Olives,,2018,tonnes,62179
10,Australia,,,,Oranges,,1961,tonnes,177832
10,Australia,,,,Oranges,,1962,tonnes,177832
10,Australia,,,,Oranges,,1963,tonnes,202634
10,Australia,,,,Oranges,,1964,tonnes,190184
10,Australia,,,,Oranges,,1965,tonnes,235922
10,Australia,,,,Oranges,,1966,tonnes,198931
10,Australia,,,,Oranges,,1967,tonnes,232455
10,Australia,,,,Oranges,,1968,tonnes,214370
10,Australia,,,,Oranges,,1969,tonnes,263845
10,Australia,,,,Oranges,,1970,tonnes,234347
10,Australia,,,,Oranges,,1971,tonnes,322424
10,Australia,,,,Oranges,,1972,tonnes,291014
10,Australia,,,,Oranges,,1973,tonnes,351904
10,Australia,,,,Oranges,,1974,tonnes,310036
10,Australia,,,,Oranges,,1975,tonnes,341042
10,Australia,,,,Oranges,,1976,tonnes,361522
10,Australia,,,,Oranges,,1977,tonnes,321674
10,Australia,,,,Oranges,,1978,tonnes,356538
10,Australia,,,,Oranges,,1979,tonnes,368554
10,Australia,,,,Oranges,,1980,tonnes,392092
10,Australia,,,,Oranges,,1981,tonnes,424494
10,Australia,,,,Oranges,,1982,tonnes,376317
10,Australia,,,,Oranges,,1983,tonnes,409995
10,Australia,,,,Oranges,,1984,tonnes,391841
10,Australia,,,,Oranges,,1985,tonnes,444953
10,Australia,,,,Oranges,,1986,tonnes,486000
10,Australia,,,,Oranges,,1987,tonnes,503760
10,Australia,,,,Oranges,,1988,tonnes,478918
10,Australia,,,,Oranges,,1989,tonnes,399248
10,Australia,,,,Oranges,,1990,tonnes,487177
10,Australia,,,,Oranges,,1991,tonnes,453262
10,Australia,,,,Oranges,,1992,tonnes,469881
10,Australia,,,,Oranges,,1993,tonnes,616496
10,Australia,,,,Oranges,,1994,tonnes,582095
10,Australia,,,,Oranges,,1995,tonnes,517242
10,Australia,,,,Oranges,,1996,tonnes,442077
10,Australia,,,,Oranges,,1997,tonnes,522622
10,Australia,,,,Oranges,,1998,tonnes,499784
10,Australia,,,,Oranges,,1999,tonnes,445840
10,Australia,,,,Oranges,,2000,tonnes,509973
10,Australia,,,,Oranges,,2001,tonnes,550200
10,Australia,,,,Oranges,,2002,tonnes,450559
10,Australia,,,,Oranges,,2003,tonnes,599484
10,Australia,,,,Oranges,,2004,tonnes,395164
10,Australia,,,,Oranges,,2005,tonnes,498112
10,Australia,,,,Oranges,,2006,tonnes,507233
10,Australia,,,,Oranges,,2007,tonnes,470673
10,Australia,,,,Oranges,,2008,tonnes,409273
10,Australia,,,,Oranges,,2009,tonnes,347724
10,Australia,,,,Oranges,,2010,tonnes,391343
10,Australia,,,,Oranges,,2011,tonnes,291223
10,Australia,,,,Oranges,,2012,tonnes,389799
10,Australia,,,,Oranges,,2013,tonnes,400554
10,Australia,,,,Oranges,,2014,tonnes,350000
10,Australia,,,,Oranges,,2015,tonnes,337636
10,Australia,,,,Oranges,,2016,tonnes,398610
10,Australia,,,,Oranges,,2017,tonnes,332321
10,Australia,,,,Oranges,,2018,tonnes,378233
10,Australia,,,,Potatoes,,1961,tonnes,458028
10,Australia,,,,Potatoes,,1962,tonnes,534423
10,Australia,,,,Potatoes,,1963,tonnes,677295
10,Australia,,,,Potatoes,,1964,tonnes,571053
10,Australia,,,,Potatoes,,1965,tonnes,516173
10,Australia,,,,Potatoes,,1966,tonnes,649232
10,Australia,,,,Potatoes,,1967,tonnes,653287
10,Australia,,,,Potatoes,,1968,tonnes,668675
10,Australia,,,,Potatoes,,1969,tonnes,811294
10,Australia,,,,Potatoes,,1970,tonnes,761797
10,Australia,,,,Potatoes,,1971,tonnes,774304
10,Australia,,,,Potatoes,,1972,tonnes,821802
10,Australia,,,,Potatoes,,1973,tonnes,720704
10,Australia,,,,Potatoes,,1974,tonnes,649197
10,Australia,,,,Potatoes,,1975,tonnes,741946
10,Australia,,,,Potatoes,,1976,tonnes,696487
10,Australia,,,,Potatoes,,1977,tonnes,728487
10,Australia,,,,Potatoes,,1978,tonnes,772388
10,Australia,,,,Potatoes,,1979,tonnes,794745
10,Australia,,,,Potatoes,,1980,tonnes,857379
10,Australia,,,,Potatoes,,1981,tonnes,865836
10,Australia,,,,Potatoes,,1982,tonnes,918577
10,Australia,,,,Potatoes,,1983,tonnes,858483
10,Australia,,,,Potatoes,,1984,tonnes,1019840
10,Australia,,,,Potatoes,,1985,tonnes,992092
10,Australia,,,,Potatoes,,1986,tonnes,961057
10,Australia,,,,Potatoes,,1987,tonnes,1015200
10,Australia,,,,Potatoes,,1988,tonnes,1081538
10,Australia,,,,Potatoes,,1989,tonnes,1048005
10,Australia,,,,Potatoes,,1990,tonnes,1177877
10,Australia,,,,Potatoes,,1991,tonnes,1136186
10,Australia,,,,Potatoes,,1992,tonnes,1150141
10,Australia,,,,Potatoes,,1993,tonnes,1129211
10,Australia,,,,Potatoes,,1994,tonnes,1184700
10,Australia,,,,Potatoes,,1995,tonnes,1122420
10,Australia,,,,Potatoes,,1996,tonnes,1308100
10,Australia,,,,Potatoes,,1997,tonnes,1286130
10,Australia,,,,Potatoes,,1998,tonnes,1371610
10,Australia,,,,Potatoes,,1999,tonnes,1326760
10,Australia,,,,Potatoes,,2000,tonnes,1199622
10,Australia,,,,Potatoes,,2001,tonnes,1302110
10,Australia,,,,Potatoes,,2002,tonnes,1333158
10,Australia,,,,Potatoes,,2003,tonnes,1247268
10,Australia,,,,Potatoes,,2004,tonnes,1310385
10,Australia,,,,Potatoes,,2005,tonnes,1288269
10,Australia,,,,Potatoes,,2006,tonnes,1249605
10,Australia,,,,Potatoes,,2007,tonnes,1211988
10,Australia,,,,Potatoes,,2008,tonnes,1409195
10,Australia,,,,Potatoes,,2009,tonnes,1178534
10,Australia,,,,Potatoes,,2010,tonnes,1278118
10,Australia,,,,Potatoes,,2011,tonnes,1128208
10,Australia,,,,Potatoes,,2012,tonnes,1288186
10,Australia,,,,Potatoes,,2013,tonnes,1273243
10,Australia,,,,Potatoes,,2014,tonnes,1171259
10,Australia,,,,Potatoes,,2015,tonnes,1154503
10,Australia,,,,Potatoes,,2016,tonnes,1130175
10,Australia,,,,Potatoes,,2017,tonnes,1105194
10,Australia,,,,Potatoes,,2018,tonnes,1188655
10,Australia,,,,"Rice, paddy",,1961,tonnes,118000
10,Australia,,,,"Rice, paddy",,1962,tonnes,139000
10,Australia,,,,"Rice, paddy",,1963,tonnes,140000
10,Australia,,,,"Rice, paddy",,1964,tonnes,146000
10,Australia,,,,"Rice, paddy",,1965,tonnes,158000
10,Australia,,,,"Rice, paddy",,1966,tonnes,187000
10,Australia,,,,"Rice, paddy",,1967,tonnes,221000
10,Australia,,,,"Rice, paddy",,1968,tonnes,228000
10,Australia,,,,"Rice, paddy",,1969,tonnes,267000
10,Australia,,,,"Rice, paddy",,1970,tonnes,250000
10,Australia,,,,"Rice, paddy",,1971,tonnes,301000
10,Australia,,,,"Rice, paddy",,1972,tonnes,248000
10,Australia,,,,"Rice, paddy",,1973,tonnes,309000
10,Australia,,,,"Rice, paddy",,1974,tonnes,409000
10,Australia,,,,"Rice, paddy",,1975,tonnes,387000
10,Australia,,,,"Rice, paddy",,1976,tonnes,417000
10,Australia,,,,"Rice, paddy",,1977,tonnes,530000
10,Australia,,,,"Rice, paddy",,1978,tonnes,489697
10,Australia,,,,"Rice, paddy",,1979,tonnes,692151
10,Australia,,,,"Rice, paddy",,1980,tonnes,613163
10,Australia,,,,"Rice, paddy",,1981,tonnes,760000
10,Australia,,,,"Rice, paddy",,1982,tonnes,857000
10,Australia,,,,"Rice, paddy",,1983,tonnes,520000
10,Australia,,,,"Rice, paddy",,1984,tonnes,634000
10,Australia,,,,"Rice, paddy",,1985,tonnes,864000
10,Australia,,,,"Rice, paddy",,1986,tonnes,687000
10,Australia,,,,"Rice, paddy",,1987,tonnes,549000
10,Australia,,,,"Rice, paddy",,1988,tonnes,761000
10,Australia,,,,"Rice, paddy",,1989,tonnes,805000
10,Australia,,,,"Rice, paddy",,1990,tonnes,924000
10,Australia,,,,"Rice, paddy",,1991,tonnes,787000
10,Australia,,,,"Rice, paddy",,1992,tonnes,1122000
10,Australia,,,,"Rice, paddy",,1993,tonnes,955000
10,Australia,,,,"Rice, paddy",,1994,tonnes,1082000
10,Australia,,,,"Rice, paddy",,1995,tonnes,1137000
10,Australia,,,,"Rice, paddy",,1996,tonnes,951200
10,Australia,,,,"Rice, paddy",,1997,tonnes,1388000
10,Australia,,,,"Rice, paddy",,1998,tonnes,1330900
10,Australia,,,,"Rice, paddy",,1999,tonnes,1389800
10,Australia,,,,"Rice, paddy",,2000,tonnes,1100700
10,Australia,,,,"Rice, paddy",,2001,tonnes,1643403
10,Australia,,,,"Rice, paddy",,2002,tonnes,1192202
10,Australia,,,,"Rice, paddy",,2003,tonnes,438111
10,Australia,,,,"Rice, paddy",,2004,tonnes,553114
10,Australia,,,,"Rice, paddy",,2005,tonnes,338885
10,Australia,,,,"Rice, paddy",,2006,tonnes,1002654
10,Australia,,,,"Rice, paddy",,2007,tonnes,162806
10,Australia,,,,"Rice, paddy",,2008,tonnes,17614
10,Australia,,,,"Rice, paddy",,2009,tonnes,60868
10,Australia,,,,"Rice, paddy",,2010,tonnes,196684
10,Australia,,,,"Rice, paddy",,2011,tonnes,723283
10,Australia,,,,"Rice, paddy",,2012,tonnes,918733
10,Australia,,,,"Rice, paddy",,2013,tonnes,1161115
10,Australia,,,,"Rice, paddy",,2014,tonnes,819276
10,Australia,,,,"Rice, paddy",,2015,tonnes,690390
10,Australia,,,,"Rice, paddy",,2016,tonnes,273942
10,Australia,,,,"Rice, paddy",,2017,tonnes,807304
10,Australia,,,,"Rice, paddy",,2018,tonnes,635113
10,Australia,,,,Soybeans,,1961,tonnes,200
10,Australia,,,,Soybeans,,1962,tonnes,260
10,Australia,,,,Soybeans,,1963,tonnes,599
10,Australia,,,,Soybeans,,1964,tonnes,748
10,Australia,,,,Soybeans,,1965,tonnes,1112
10,Australia,,,,Soybeans,,1966,tonnes,770
10,Australia,,,,Soybeans,,1967,tonnes,775
10,Australia,,,,Soybeans,,1968,tonnes,887
10,Australia,,,,Soybeans,,1969,tonnes,1740
10,Australia,,,,Soybeans,,1970,tonnes,5028
10,Australia,,,,Soybeans,,1971,tonnes,9207
10,Australia,,,,Soybeans,,1972,tonnes,33629
10,Australia,,,,Soybeans,,1973,tonnes,37937
10,Australia,,,,Soybeans,,1974,tonnes,62541
10,Australia,,,,Soybeans,,1975,tonnes,73723
10,Australia,,,,Soybeans,,1976,tonnes,44607
10,Australia,,,,Soybeans,,1977,tonnes,55246
10,Australia,,,,Soybeans,,1978,tonnes,76500
10,Australia,,,,Soybeans,,1979,tonnes,98722
10,Australia,,,,Soybeans,,1980,tonnes,81962
10,Australia,,,,Soybeans,,1981,tonnes,73181
10,Australia,,,,Soybeans,,1982,tonnes,77089
10,Australia,,,,Soybeans,,1983,tonnes,53217
10,Australia,,,,Soybeans,,1984,tonnes,88635
10,Australia,,,,Soybeans,,1985,tonnes,109840
10,Australia,,,,Soybeans,,1986,tonnes,105234
10,Australia,,,,Soybeans,,1987,tonnes,89800
10,Australia,,,,Soybeans,,1988,tonnes,68952
10,Australia,,,,Soybeans,,1989,tonnes,129511
10,Australia,,,,Soybeans,,1990,tonnes,77413
10,Australia,,,,Soybeans,,1991,tonnes,62016
10,Australia,,,,Soybeans,,1992,tonnes,62600
10,Australia,,,,Soybeans,,1993,tonnes,48889
10,Australia,,,,Soybeans,,1994,tonnes,81263
10,Australia,,,,Soybeans,,1995,tonnes,27247
10,Australia,,,,Soybeans,,1996,tonnes,44606
10,Australia,,,,Soybeans,,1997,tonnes,74000
10,Australia,,,,Soybeans,,1998,tonnes,54000
10,Australia,,,,Soybeans,,1999,tonnes,108800
10,Australia,,,,Soybeans,,2000,tonnes,104800
10,Australia,,,,Soybeans,,2001,tonnes,48649
10,Australia,,,,Soybeans,,2002,tonnes,63061
10,Australia,,,,Soybeans,,2003,tonnes,9212
10,Australia,,,,Soybeans,,2004,tonnes,59807
10,Australia,,,,Soybeans,,2005,tonnes,44689
10,Australia,,,,Soybeans,,2006,tonnes,50149
10,Australia,,,,Soybeans,,2007,tonnes,25907
10,Australia,,,,Soybeans,,2008,tonnes,34700
10,Australia,,,,Soybeans,,2009,tonnes,80105
10,Australia,,,,Soybeans,,2010,tonnes,59600
10,Australia,,,,Soybeans,,2011,tonnes,29750
10,Australia,,,,Soybeans,,2012,tonnes,86100
10,Australia,,,,Soybeans,,2013,tonnes,91800
10,Australia,,,,Soybeans,,2014,tonnes,80000
10,Australia,,,,Soybeans,,2015,tonnes,37000
10,Australia,,,,Soybeans,,2016,tonnes,40000
10,Australia,,,,Soybeans,,2017,tonnes,31000
